cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,
3.24E-05,9,8,67,,,
1.83E-05,16,31,70,,,
1.78E-05,2,50,72,,,
1.78E-05,39,4,70,,,
1.91E-05,25,48,78,,,
1.80E-05,25,25,80,,,
1.85E-05,25,8,73,,,
1.76E-05,10,57,73,,,
8.88E-05,39,48,67,,,
2.94E-05,35,30,77,,,
1.82E-05,29,0,76,,,
2.11E-05,33,64,73,,,
1.73E-05,1,9,78,,,
1.76E-05,26,52,77,,,
1.86E-05,1,31,76,,,
1.86E-05,3,49,71,,,
1.77E-05,15,61,88,,,
1.84E-05,3,54,88,,,
1.80E-05,7,73,93,,,
1.88E-05,94,55,92,,,
1.81E-05,92,26,94,,,
3.28E-05,45,7,95,,,
1.81E-05,13,0,99,,,
1.96E-05,3,42,100,,,
1.82E-05,16,6,101,,,
1.82E-05,6,7,101,,,
1.88E-05,32,37,100,,,
1.92E-05,11,56,104,,,
2.28E-05,40,57,125,,,
1.92E-05,45,62,125,,,
1.74E-05,33,8,125,,,
1.93E-05,40,62,125,,,
2.25E-05,23,80,126,,,
2.24E-05,3,94,135,,,
1.70E-05,42,3,134,,,
1.91E-05,22,56,131,,,
1.90E-05,93,111,135,,,
2.14E-05,4,48,134,,,
1.70E-05,16,132,138,,,
2.14E-05,10,71,138,,,
2.74E-05,25,99,134,,,
2.92E-05,19,44,133,,,
3.53E-05,95,84,138,,,
1.95E-05,36,72,145,,,
2.62E-05,94,107,146,,,
1.80E-05,25,1,157,,,
1.80E-05,93,16,157,,,
1.96E-05,33,109,155,,,
1.83E-05,41,114,152,,,
2.09E-05,41,11,157,,,
1.91E-05,7,100,155,,,
1.92E-05,7,38,155,,,
2.14E-05,36,146,150,,,
1.99E-05,95,84,146,,,
1.75E-05,13,131,145,,,
1.88E-05,34,5,149,,,
1.98E-05,15,70,148,,,
2.03E-05,42,74,152,,,
1.81E-05,3,123,156,,,
2.06E-05,93,115,148,,,
2.84E-05,4,134,146,,,
1.73E-05,8,0,160,,,
2.18E-05,5,109,155,,,
1.96E-05,91,111,156,,,
1.70E-05,40,148,153,,,
2.01E-05,6,6,159,,,
1.82E-05,91,137,173,,,
1.88E-05,91,142,177,,,
1.86E-05,14,38,168,,,
1.90E-05,25,45,166,,,
1.73E-05,44,12,170,,,
2.07E-05,42,74,171,,,
1.88E-05,91,106,163,,,
1.82E-05,13,124,160,,,
1.82E-05,91,30,159,,,
1.96E-05,35,61,171,,,
3.03E-05,18,20,173,,,
4.53E-05,11,74,171,,,
2.00E-05,4,41,167,,,
2.56E-05,2,60,170,,,
1.88E-05,13,138,169,,,
1.91E-05,43,28,171,,,
2.54E-05,31,95,172,,,
1.82E-05,5,146,172,,,
1.84E-05,25,124,169,,,
2.10E-05,42,79,163,,,
1.97E-05,32,128,164,,,
1.81E-05,95,9,164,,,
1.84E-05,23,26,166,,,
2.04E-05,40,79,168,,,
1.95E-05,15,93,168,,,
2.03E-05,16,81,172,,,
2.05E-05,18,100,180,,,
2.05E-05,13,153,175,,,
1.85E-05,13,8,162,,,
1.80E-05,12,157,162,,,
3.03E-05,19,107,152,,,
2.07E-05,95,89,158,,,
3.49E-05,5,145,161,,,
2.07E-05,26,74,162,,,
2.06E-05,13,66,162,,,
2.46E-05,40,87,167,,,
1.81E-05,14,150,173,,,
1.81E-05,17,139,173,,,
1.94E-05,3,134,178,,,
1.94E-05,11,39,181,,,
2.56E-05,95,50,183,,,
1.88E-05,14,39,195,,,
1.81E-05,18,27,191,,,
2.85E-05,44,128,190,,,
2.29E-05,38,1,187,,,
1.72E-05,8,182,193,,,
2.20E-05,28,89,195,,,
2.11E-05,44,96,194,,,
1.80E-05,12,21,196,,,
3.84E-05,20,64,202,,,
2.26E-05,8,96,203,,,
2.71E-05,28,57,202,,,
2.26E-05,43,49,198,,,
2.14E-05,27,125,200,,,
3.93E-05,95,156,198,,,
2.17E-05,35,78,179,,,
2.12E-05,32,70,183,,,
1.83E-05,4,18,176,,,
1.83E-05,6,30,183,,,
2.37E-05,21,170,184,,,
1.96E-05,3,96,183,,,
2.36E-05,38,96,183,,,
1.69E-05,8,1,185,,,
1.89E-05,3,163,187,,,
2.26E-05,2,80,188,,,
2.03E-05,94,71,170,,,
1.97E-05,38,84,161,,,
2.47E-05,14,128,147,,,
2.00E-05,24,67,145,,,
1.77E-05,92,15,137,,,
1.87E-05,25,4,135,,,
1.90E-05,94,98,132,,,
1.73E-05,24,7,138,,,
1.78E-05,18,24,140,,,
1.83E-05,24,84,126,,,
1.95E-05,40,66,119,,,
1.81E-05,93,86,120,,,
1.89E-05,15,45,123,,,
1.84E-05,38,39,121,,,
1.77E-05,43,15,122,,,
1.90E-05,33,47,123,,,
1.95E-05,22,59,123,,,
1.84E-05,12,87,122,,,
1.82E-05,3,1,122,,,
1.89E-05,6,42,117,,,
1.87E-05,91,94,122,,,
2.54E-05,93,7,124,,,
1.86E-05,36,104,124,,,
3.17E-05,40,59,125,,,
2.00E-05,35,47,94,,,
1.73E-05,36,8,87,,,
1.81E-05,27,93,98,,,
1.81E-05,9,86,97,,,
2.62E-05,95,71,110,,,
1.86E-05,94,26,117,,,
1.70E-05,33,114,117,,,
1.88E-05,36,64,120,,,
1.93E-05,38,55,123,,,
2.40E-05,31,13,121,,,
2.10E-05,23,72,120,,,
2.43E-05,30,28,117,,,
1.89E-05,20,46,98,,,
1.77E-05,41,85,103,,,
1.90E-05,44,57,103,,,
1.71E-05,24,3,99,,,
1.92E-05,13,49,104,,,
1.83E-05,16,62,101,,,
1.80E-05,32,78,102,,,
2.05E-05,4,47,105,,,
1.91E-05,16,72,105,,,
1.72E-05,12,100,105,,,
1.90E-05,6,81,125,,,
1.89E-05,10,86,122,,,
1.78E-05,38,20,127,,,
2.30E-05,41,121,130,,,
1.86E-05,4,80,119,,,
1.86E-05,24,41,119,,,
3.64E-05,30,104,111,,,
1.81E-05,42,90,102,,,
1.79E-05,25,16,106,,,
1.73E-05,26,90,98,,,
1.78E-05,17,69,94,,,
1.72E-05,5,89,97,,,
2.05E-05,34,40,98,,,
1.78E-05,10,72,99,,,
1.86E-05,6,13,97,,,
1.76E-05,23,84,103,,,
2.03E-05,23,21,105,,,
1.80E-05,28,92,109,,,
1.81E-05,35,88,117,,,
1.92E-05,14,51,110,,,
1.77E-05,33,18,111,,,
1.85E-05,14,70,121,,,
1.71E-05,30,109,116,,,
1.83E-05,36,12,112,,,
1.96E-05,13,42,105,,,
2.29E-05,16,34,106,,,
1.96E-05,6,47,120,,,
1.81E-05,35,14,121,,,
1.88E-05,21,33,131,,,
1.92E-05,10,90,131,,,
1.90E-05,2,32,135,,,
1.78E-05,15,105,134,,,
2.03E-05,25,49,134,,,
1.93E-05,20,74,142,,,
1.93E-05,3,104,128,,,
2.53E-05,38,3,125,,,
2.66E-05,20,109,123,,,
1.86E-05,38,113,123,,,
1.93E-05,8,24,128,,,
2.66E-05,22,97,128,,,
1.97E-05,14,34,124,,,
2.81E-05,11,9,113,,,
1.90E-05,18,13,119,,,
2.57E-05,4,89,118,,,
1.93E-05,25,19,117,,,
1.81E-05,37,111,123,,,
1.77E-05,26,1,123,,,
1.76E-05,17,13,118,,,
1.86E-05,30,107,119,,,
2.04E-05,10,79,124,,,
1.98E-05,25,20,125,,,
1.74E-05,15,107,123,,,
1.93E-05,42,78,121,,,
1.86E-05,5,78,121,,,
1.81E-05,8,83,116,,,
1.70E-05,2,4,126,,,
2.46E-05,13,69,128,,,
1.71E-05,26,128,135,,,
3.25E-05,16,124,126,,,
2.20E-05,44,116,129,,,
1.84E-05,30,10,135,,,
2.42E-05,92,37,132,,,
1.91E-05,34,37,138,,,
1.88E-05,35,41,142,,,
2.26E-05,31,64,143,,,
2.09E-05,23,146,148,,,
2.77E-05,18,105,145,,,
2.15E-05,8,47,139,,,
2.54E-05,40,122,132,,,
1.92E-05,29,105,130,,,
1.93E-05,25,21,132,,,
1.85E-05,27,120,130,,,
1.78E-05,95,113,129,,,
2.43E-05,45,57,135,,,
1.85E-05,25,83,128,,,
1.90E-05,10,111,115,,,
1.93E-05,44,32,111,,,
1.73E-05,30,9,99,,,
1.89E-05,40,25,92,,,
1.83E-05,3,72,87,,,
2.40E-05,25,49,87,,,
2.03E-05,45,41,84,,,
1.85E-05,45,22,79,,,
1.78E-05,43,16,83,,,
1.79E-05,45,51,80,,,
1.71E-05,12,76,82,,,
1.82E-05,22,71,77,,,
1.95E-05,10,29,77,,,
1.96E-05,41,43,77,,,
1.70E-05,10,9,81,,,
2.00E-05,4,55,84,,,
2.65E-05,35,25,82,,,
1.77E-05,7,79,86,,,
1.83E-05,45,53,82,,,
1.80E-05,26,56,90,,,
2.07E-05,93,48,95,,,
1.88E-05,16,79,96,,,
1.85E-05,94,38,100,,,
1.71E-05,33,103,105,,,
1.72E-05,94,80,90,,,
1.87E-05,11,19,99,,,
1.78E-05,18,18,98,,,
1.98E-05,26,55,97,,,
1.80E-05,20,73,92,,,
1.93E-05,20,73,95,,,
1.85E-05,7,79,91,,,
1.80E-05,25,3,89,,,
1.86E-05,20,86,91,,,
1.94E-05,42,66,91,,,
3.00E-05,91,52,78,,,
1.89E-05,21,46,75,,,
1.84E-05,41,43,78,,,
1.81E-05,45,21,82,,,
1.72E-05,13,87,96,,,
1.79E-05,11,21,93,,,
1.93E-05,39,40,85,,,
1.80E-05,92,25,95,,,
1.85E-05,94,34,95,,,
1.97E-05,94,73,85,,,
1.76E-05,92,17,78,,,
2.03E-05,45,28,76,,,
1.69E-05,36,76,81,,,
1.70E-05,21,1,93,,,
1.82E-05,34,50,92,,,
2.85E-05,45,15,97,,,
2.31E-05,94,75,99,,,
1.82E-05,40,26,97,,,
1.77E-05,25,74,86,,,
1.81E-05,45,22,84,,,
2.28E-05,16,15,86,,,
2.01E-05,43,41,86,,,
1.72E-05,45,76,86,,,
2.05E-05,36,40,81,,,
1.81E-05,7,71,93,,,
1.73E-05,36,11,90,,,
2.18E-05,4,33,86,,,
1.76E-05,45,79,92,,,
1.86E-05,43,35,84,,,
1.86E-05,8,30,84,,,
1.81E-05,42,28,83,,,
1.82E-05,32,42,82,,,
1.82E-05,3,0,86,,,
1.85E-05,26,56,89,,,
1.83E-05,26,36,91,,,
3.19E-05,18,53,88,,,
1.82E-05,4,84,89,,,
1.88E-05,17,51,94,,,
1.75E-05,22,9,94,,,
1.76E-05,13,12,90,,,
1.88E-05,42,51,94,,,
1.75E-05,3,15,94,,,
1.93E-05,26,75,111,,,
2.22E-05,12,46,109,,,
2.47E-05,14,56,105,,,
1.74E-05,9,88,95,,,
1.73E-05,25,87,97,,,
1.78E-05,38,20,96,,,
1.95E-05,38,91,107,,,
1.80E-05,39,102,106,,,
2.48E-05,45,45,112,,,
1.79E-05,24,20,113,,,
1.86E-05,1,27,114,,,
1.69E-05,28,0,115,,,
1.90E-05,34,61,117,,,
1.74E-05,3,109,124,,,
2.52E-05,18,0,119,,,
1.91E-05,24,44,115,,,
1.82E-05,12,91,114,,,
2.66E-05,26,75,128,,,
1.77E-05,28,19,133,,,
2.20E-05,37,128,138,,,
2.05E-05,16,56,137,,,
1.85E-05,35,37,138,,,
3.20E-05,18,85,134,,,
2.13E-05,26,77,129,,,
1.93E-05,19,80,131,,,
1.92E-05,11,50,128,,,
1.91E-05,93,65,128,,,
2.42E-05,12,106,129,,,
1.77E-05,23,22,130,,,
1.73E-05,35,4,138,,,
1.73E-05,20,126,137,,,
1.86E-05,10,84,133,,,
2.05E-05,14,51,137,,,
1.74E-05,35,9,137,,,
1.77E-05,14,18,137,,,
1.93E-05,24,45,140,,,
1.91E-05,40,81,141,,,
1.78E-05,7,20,136,,,
1.76E-05,34,124,134,,,
1.96E-05,23,61,156,,,
1.97E-05,19,114,168,,,
1.97E-05,34,35,165,,,
2.34E-05,42,101,156,,,
1.88E-05,8,92,148,,,
1.90E-05,18,124,143,,,
1.99E-05,27,63,142,,,
1.73E-05,15,131,136,,,
2.70E-05,7,12,144,,,
1.91E-05,94,104,146,,,
2.60E-05,39,50,144,,,
2.59E-05,35,130,144,,,
1.94E-05,29,43,147,,,
1.84E-05,95,108,146,,,
1.85E-05,32,129,148,,,
1.92E-05,95,106,139,,,
1.93E-05,36,98,139,,,
1.79E-05,1,11,146,,,
2.32E-05,91,113,149,,,
2.33E-05,33,79,144,,,
1.81E-05,3,27,139,,,
1.85E-05,1,109,143,,,
1.95E-05,11,43,146,,,
1.78E-05,18,16,148,,,
1.96E-05,34,64,150,,,
1.90E-05,19,94,159,,,
2.94E-05,10,129,156,,,
1.82E-05,29,146,154,,,
1.93E-05,33,20,156,,,
4.30E-05,18,51,146,,,
1.77E-05,34,135,148,,,
1.82E-05,16,29,139,,,
1.76E-05,18,124,141,,,
1.77E-05,91,17,137,,,
2.10E-05,18,50,135,,,
3.44E-05,28,18,124,,,
1.72E-05,36,118,120,,,
1.90E-05,11,48,122,,,
1.81E-05,28,86,120,,,
1.74E-05,13,131,143,,,
2.60E-05,22,34,145,,,
2.01E-05,93,70,139,,,
2.62E-05,31,0,140,,,
1.96E-05,1,64,133,,,
2.04E-05,38,90,133,,,
1.89E-05,3,38,134,,,
1.87E-05,18,108,140,,,
1.91E-05,34,50,142,,,
2.55E-05,16,91,145,,,
2.17E-05,45,57,142,,,
1.86E-05,32,126,141,,,
1.85E-05,3,33,132,,,
2.13E-05,8,70,132,,,
1.72E-05,13,122,132,,,
2.01E-05,24,86,137,,,
1.93E-05,93,57,137,,,
1.83E-05,15,32,136,,,
1.93E-05,9,112,138,,,
1.74E-05,5,131,137,,,
1.85E-05,17,128,140,,,
2.26E-05,26,74,140,,,
2.63E-05,92,113,141,,,
2.09E-05,93,68,139,,,
1.76E-05,92,14,140,,,
1.74E-05,5,131,138,,,
1.88E-05,28,45,137,,,
1.96E-05,9,51,139,,,
1.92E-05,31,69,133,,,
1.98E-05,3,46,140,,,
1.84E-05,1,24,136,,,
1.75E-05,13,114,133,,,
1.79E-05,43,100,127,,,
1.84E-05,17,84,119,,,
2.09E-05,12,47,112,,,
1.89E-05,9,48,125,,,
1.72E-05,14,6,117,,,
1.84E-05,33,2,117,,,
1.77E-05,20,108,119,,,
1.88E-05,24,64,121,,,
1.70E-05,35,0,120,,,
1.87E-05,1,41,118,,,
1.87E-05,95,71,114,,,
1.82E-05,5,74,109,,,
2.06E-05,31,46,103,,,
1.83E-05,41,5,104,,,
2.87E-05,2,56,107,,,
1.78E-05,42,80,104,,,
1.76E-05,95,9,98,,,
1.78E-05,44,5,101,,,
1.80E-05,28,21,109,,,
1.73E-05,31,101,111,,,
1.83E-05,31,72,104,,,
1.84E-05,20,70,107,,,
1.72E-05,37,4,120,,,
1.82E-05,43,88,122,,,
1.88E-05,31,31,124,,,
2.40E-05,22,48,133,,,
1.86E-05,15,104,137,,,
1.75E-05,19,12,137,,,
2.02E-05,37,67,138,,,
1.79E-05,25,22,134,,,
1.87E-05,35,24,133,,,
1.92E-05,21,58,139,,,
1.97E-05,35,19,147,,,
2.04E-05,10,49,141,,,
1.83E-05,11,24,141,,,
1.74E-05,14,133,142,,,
2.08E-05,95,71,138,,,
1.85E-05,8,31,137,,,
1.83E-05,26,99,123,,,
1.88E-05,8,22,118,,,
1.78E-05,33,75,97,,,
2.63E-05,17,84,99,,,
1.99E-05,28,30,98,,,
2.08E-05,95,50,102,,,
1.85E-05,40,66,114,,,
1.88E-05,24,12,118,,,
2.05E-05,3,71,93,,,
1.91E-05,10,56,91,,,
1.77E-05,15,84,92,,,
1.96E-05,32,48,87,,,
1.82E-05,1,22,86,,,
1.82E-05,34,41,82,,,
1.79E-05,32,38,69,,,
1.76E-05,40,49,67,,,
1.82E-05,11,8,76,,,
1.87E-05,41,5,92,,,
1.83E-05,37,29,88,,,
1.80E-05,14,16,84,,,
1.72E-05,42,5,66,,,
1.81E-05,37,17,64,,,
1.72E-05,91,73,85,,,
1.74E-05,38,12,73,,,
1.81E-05,31,37,72,,,
1.81E-05,17,24,67,,,
1.75E-05,17,12,72,,,
1.82E-05,10,40,74,,,
1.78E-05,28,38,63,,,
1.74E-05,4,13,63,,,
1.77E-05,3,45,70,,,
1.79E-05,44,32,62,,,
1.74E-05,26,9,61,,,
1.71E-05,3,57,61,,,
1.78E-05,2,17,58,,,
1.87E-05,17,4,70,,,
3.71E-05,18,39,71,,,
1.72E-05,22,6,75,,,
1.81E-05,11,30,77,,,
1.84E-05,21,44,78,,,
1.91E-05,28,27,75,,,
1.84E-05,41,72,77,,,
2.19E-05,29,7,78,,,
1.82E-05,45,27,69,,,
1.78E-05,16,54,75,,,
2.01E-05,32,21,77,,,
2.21E-05,43,69,76,,,
2.19E-05,11,4,78,,,
1.84E-05,42,67,76,,,
1.78E-05,93,16,83,,,
1.72E-05,45,77,81,,,
2.00E-05,43,28,80,,,
1.80E-05,35,21,83,,,
1.78E-05,12,24,83,,,
1.81E-05,16,50,83,,,
1.81E-05,41,50,80,,,
1.74E-05,37,13,83,,,
2.99E-05,9,73,88,,,
1.94E-05,45,72,87,,,
2.30E-05,3,71,86,,,
2.22E-05,14,81,86,,,
1.87E-05,93,25,87,,,
2.01E-05,32,20,81,,,
1.78E-05,43,15,83,,,
1.74E-05,5,10,85,,,
1.78E-05,9,22,91,,,
1.81E-05,12,62,91,,,
1.81E-05,14,54,91,,,
1.92E-05,16,36,102,,,
1.89E-05,45,77,100,,,
1.80E-05,6,20,100,,,
1.84E-05,1,36,103,,,
2.00E-05,26,16,108,,,
1.80E-05,23,84,104,,,
1.79E-05,37,79,106,,,
1.74E-05,91,117,123,,,
2.04E-05,1,99,129,,,
2.59E-05,15,57,130,,,
3.05E-05,25,112,131,,,
2.22E-05,4,72,142,,,
2.12E-05,12,120,140,,,
2.00E-05,13,26,136,,,
2.95E-05,39,57,133,,,
2.73E-05,13,20,123,,,
2.66E-05,20,48,123,,,
2.67E-05,16,71,121,,,
9.68E-05,95,32,114,,,
1.90E-05,29,47,124,,,
1.97E-05,14,88,136,,,
2.47E-05,23,65,154,,,
2.25E-05,21,90,164,,,
2.74E-05,36,74,164,,,
2.31E-05,4,100,164,,,
2.29E-05,29,6,164,,,
2.04E-05,1,160,164,,,
2.36E-05,7,79,164,,,
2.66E-05,4,100,164,,,
2.68E-05,42,85,164,,,
2.44E-05,15,49,164,,,
2.17E-05,37,123,164,,,
2.06E-05,9,118,164,,,
1.79E-05,93,145,164,,,
1.88E-05,18,41,164,,,
3.72E-05,16,89,164,,,
2.73E-05,34,132,164,,,
3.10E-05,29,62,164,,,
2.84E-05,17,95,164,,,
1.89E-05,93,119,164,,,
2.20E-05,4,162,164,,,
2.65E-05,1,65,164,,,
1.98E-05,28,60,164,,,
2.41E-05,94,102,164,,,
2.34E-05,36,75,164,,,
2.34E-05,19,121,164,,,
1.70E-05,3,0,164,,,
2.21E-05,30,71,164,,,
2.22E-05,45,55,164,,,
2.24E-05,15,133,164,,,
2.72E-05,95,53,164,,,
2.36E-05,25,22,164,,,
2.09E-05,20,136,164,,,
2.22E-05,2,99,164,,,
2.22E-05,35,10,164,,,
2.31E-05,15,134,164,,,
2.20E-05,1,65,164,,,
9.67E-05,44,33,164,,,
2.79E-05,22,21,164,,,
1.96E-05,1,57,164,,,
2.05E-05,29,62,164,,,
2.05E-05,30,71,164,,,
1.92E-05,13,131,164,,,
2.33E-05,1,25,164,,,
3.05E-05,93,94,164,,,
2.68E-05,94,22,164,,,
8.44E-05,93,1,164,,,
3.69E-05,1,57,164,,,
2.89E-05,95,84,164,,,
1.83E-05,95,144,164,,,
2.29E-05,15,134,164,,,
3.09E-05,94,102,164,,,
1.78E-05,29,150,164,,,
