cas operacie,vlozene cislo,index prvku,dlzka zoznamu,
3e-07,6,6,8,
2e-07,8,8,14,
1e-07,1,1,15,
2e-07,12,12,15,
1e-07,3,3,15,
2e-07,6,6,16,
2e-07,1,1,2,
2e-07,5,5,6,
2e-07,0,0,1,
1e-07,0,0,6,
2e-07,0,0,1,
1e-07,0,0,1,
1e-07,2,2,4,
2e-07,2,2,3,
1e-07,0,0,2,
2e-07,4,4,5,
1e-07,0,0,9,
1e-07,2,2,8,
1e-07,5,5,11,
1e-07,0,0,11,
2e-07,9,9,14,
3e-07,15,15,18,
2e-07,9,9,16,
2e-07,5,5,7,
2e-07,3,3,10,
1e-07,7,7,9,
2e-07,13,13,15,
1e-07,1,1,19,
2e-07,6,6,7,
2e-07,5,5,7,
1e-07,1,1,11,
2e-07,8,8,14,
2e-07,8,8,32,
2e-07,3,3,34,
3e-07,18,18,35,
1e-07,2,2,39,
1e-07,7,7,39,
4e-07,33,33,38,
2e-07,8,8,34,
3e-07,21,21,36,
3e-07,20,20,35,
2e-07,8,8,33,
2e-07,15,15,36,
2e-07,7,7,35,
3e-07,29,29,30,
2e-07,7,7,30,
2e-07,5,5,32,
3e-07,11,11,30,
2e-07,10,10,33,
2e-07,12,12,31,
2e-07,20,20,34,
2e-07,16,16,37,
2e-07,1,1,37,
4e-07,38,38,40,
4e-07,19,19,39,
2e-07,13,13,41,
3e-07,16,16,43,
2e-07,2,2,47,
2e-07,8,8,45,
3e-07,24,24,39,
2e-07,14,14,40,
3e-07,17,17,39,
2e-07,6,6,50,
2e-07,8,8,51,
2e-07,11,11,56,
1e-07,6,6,53,
1e-07,6,6,53,
1e-07,3,3,59,
1e-07,9,9,59,
1e-07,4,4,61,
1e-07,0,0,63,
2e-07,8,8,69,
5e-07,52,52,77,
2e-07,6,6,72,
3e-07,26,26,75,
5e-07,58,58,71,
2e-07,5,5,68,
2e-07,7,7,66,
1e-07,6,6,67,
2e-07,3,3,78,
2e-07,7,7,74,
4e-07,38,38,73,
1e-07,2,2,79,
2e-07,13,13,77,
4e-07,40,40,66,
2e-07,15,15,66,
2e-07,12,12,64,
1e-07,8,8,77,
2e-07,6,6,80,
4e-07,43,43,80,
5e-07,56,56,81,
1e-07,3,3,81,
2e-07,18,18,77,
3e-07,29,29,84,
1e-07,6,6,86,
3e-07,27,27,85,
1e-07,3,3,83,
4e-07,32,32,96,
7e-07,81,81,95,
1e-07,1,1,95,
2e-07,19,19,94,
6e-07,62,62,93,
2e-07,18,18,92,
3e-07,23,23,92,
4e-07,38,38,79,
6e-07,64,64,77,
2e-07,19,19,75,
4e-07,45,45,74,
1e-07,2,2,72,
1e-07,4,4,70,
5e-07,63,63,71,
1e-07,4,4,72,
5e-07,47,47,72,
2e-07,9,9,64,
2e-07,0,0,58,
2e-07,13,13,59,
5e-07,50,50,58,
1e-07,5,5,54,
2e-07,3,3,51,
2e-07,14,14,48,
3e-07,21,21,49,
2e-07,17,17,49,
3e-07,16,16,50,
1e-07,0,0,54,
2e-07,16,16,54,
2e-07,15,15,57,
2e-07,9,9,60,
1e-07,0,0,65,
1e-07,0,0,66,
3e-07,19,19,70,
3e-07,34,34,70,
2e-07,15,15,72,
4e-07,43,43,69,
3e-07,31,31,66,
2e-07,11,11,59,
3e-07,24,24,61,
2e-07,5,5,62,
4e-07,44,44,59,
3e-07,15,15,56,
3e-07,27,27,55,
3e-07,17,17,54,
4e-07,41,41,51,
2e-07,15,15,49,
2e-07,16,16,52,
3e-07,16,16,52,
2e-07,0,0,58,
3e-07,23,23,60,
4e-07,26,26,58,
4e-07,36,36,56,
4e-07,46,46,59,
3e-07,19,19,64,
5e-07,54,54,68,
4e-07,39,39,68,
3e-07,25,25,60,
3e-07,6,6,63,
2e-07,2,2,63,
3e-07,19,19,65,
2e-07,17,17,70,
2e-07,7,7,69,
5e-07,47,47,67,
1e-07,3,3,70,
1e-07,2,2,69,
2e-07,0,0,74,
3e-07,18,18,79,
3e-07,16,16,71,
3e-07,25,25,72,
3e-07,18,18,74,
2e-07,15,15,80,
2e-07,15,15,77,
4e-07,31,31,77,
4e-07,40,40,88,
2e-07,6,6,85,
2e-07,0,0,84,
4e-07,37,37,82,
2e-07,5,5,82,
4e-07,32,32,74,
3e-07,30,30,69,
1e-07,0,0,68,
4e-07,38,38,68,
2e-07,1,1,61,
2e-07,20,20,60,
3e-07,38,38,56,
1e-07,2,2,58,
2e-07,24,24,67,
4e-07,36,36,67,
5e-07,56,56,66,
1e-07,3,3,74,
2e-07,1,1,76,
2e-07,11,11,72,
2e-07,6,6,72,
3e-07,26,26,75,
2e-07,10,10,73,
3e-07,25,25,76,
3e-07,26,26,81,
3e-07,34,34,78,
4e-07,46,46,77,
4e-07,49,49,70,
2e-07,14,14,72,
4e-07,34,34,72,
2e-07,10,10,77,
2e-07,11,11,81,
3e-07,17,17,86,
2e-07,5,5,86,
4e-07,37,37,86,
2e-07,21,21,89,
3e-07,41,41,91,
2e-07,12,12,73,
2e-07,6,6,74,
2e-07,8,8,73,
3e-07,25,25,72,
5e-07,53,53,73,
4e-07,38,38,76,
3e-07,25,25,73,
1e-07,1,1,78,
5e-07,43,43,77,
4e-07,43,43,81,
1e-07,2,2,77,
2e-07,11,11,85,
2e-07,10,10,80,
2e-07,16,16,78,
3e-07,26,26,84,
5e-07,56,56,82,
2e-07,13,13,82,
4e-07,34,34,83,
1e-07,1,1,86,
2e-07,6,6,82,
5e-07,54,54,75,
1e-07,0,0,78,
5e-07,57,57,80,
4e-07,45,45,82,
2e-07,9,9,82,
2e-07,0,0,82,
5e-07,44,44,83,
2e-07,12,12,83,
2e-07,17,17,97,
3e-07,16,16,98,
3e-07,33,33,110,
8e-07,101,101,105,
5e-07,57,57,105,
3e-07,34,34,106,
2e-07,13,13,105,
8e-07,86,86,101,
2e-07,10,10,98,
7e-07,84,84,101,
2e-07,8,8,99,
2e-07,18,18,98,
3e-07,27,27,97,
4e-07,36,36,92,
4e-07,40,40,89,
2e-07,3,3,90,
6e-07,68,68,91,
2e-07,15,15,87,
2e-07,14,14,85,
1e-07,5,5,84,
2e-07,18,18,82,
4e-07,41,41,89,
4e-07,45,45,87,
4e-07,30,30,85,
1e-07,0,0,83,
2e-07,16,16,84,
2e-07,9,9,83,
2e-07,24,24,85,
4e-07,37,37,91,
2e-07,9,9,81,
2e-07,9,9,79,
7e-07,67,67,80,
4e-07,44,44,84,
2e-07,7,7,83,
3e-07,15,15,94,
4e-07,38,38,92,
4e-07,38,38,92,
2e-07,4,4,90,
3e-07,36,36,89,
2e-07,10,10,88,
1e-07,6,6,84,
2e-07,9,9,86,
2e-07,21,21,86,
4e-07,37,37,97,
2e-07,16,16,96,
1e-07,0,0,97,
2e-07,8,8,106,
6e-07,59,59,106,
1e-07,2,2,109,
2e-07,12,12,111,
4e-07,40,40,109,
2e-07,16,16,107,
2e-07,4,4,131,
4e-07,36,36,121,
2e-07,8,8,132,
2e-07,4,4,132,
3e-07,19,19,148,
2e-07,10,10,147,
3e-07,26,26,133,
2e-07,6,6,136,
4e-07,31,31,144,
2e-07,14,14,142,
1e-07,4,4,133,
9e-07,104,104,134,
2e-07,4,4,133,
1e-07,3,3,135,
4e-07,52,52,136,
8e-07,93,93,140,
3e-07,31,31,142,
5e-07,38,38,141,
4e-07,46,46,141,
1e-06,125,125,144,
4e-07,41,41,154,
3e-07,25,25,151,
5e-07,52,52,148,
3e-07,24,24,145,
1e-07,4,4,145,
4e-07,39,39,141,
3e-07,20,20,138,
4e-07,42,42,138,
1e-07,3,3,138,
1e-07,0,0,133,
7e-07,85,85,130,
4e-07,28,28,132,
2e-07,6,6,129,
4e-07,31,31,131,
2e-07,19,19,129,
8e-07,98,98,128,
4e-07,36,36,129,
3e-07,13,13,130,
4e-07,30,30,131,
7e-07,91,91,129,
4e-07,36,36,133,
1e-06,121,121,138,
1e-07,5,5,138,
2e-07,16,16,138,
2e-07,6,6,138,
2e-07,13,13,139,
4e-07,38,38,136,
2e-07,14,14,136,
6e-07,69,69,137,
1e-07,4,4,146,
3e-07,24,24,151,
2e-07,17,17,153,
6e-07,66,66,162,
3e-07,33,33,159,
2e-07,7,7,148,
2e-07,3,3,147,
3e-07,28,28,143,
2e-07,12,12,141,
1e-07,1,1,139,
4e-07,47,47,143,
2e-07,9,9,153,
1.1e-06,127,127,154,
1e-06,123,123,156,
6e-07,73,73,153,
2e-07,9,9,161,
3e-07,33,33,162,
3e-07,37,37,169,
2e-07,18,18,169,
2e-07,4,4,166,
5e-07,55,55,170,
2e-07,13,13,172,
5e-07,48,48,172,
9e-07,107,107,177,
3e-07,28,28,175,
3e-07,17,17,178,
5e-07,50,50,175,
3e-07,21,21,170,
5e-07,47,47,170,
9e-07,101,101,180,
8e-07,98,98,173,
3e-07,18,18,172,
3e-07,20,20,169,
2e-07,1,1,161,
4e-07,41,41,161,
2e-07,10,10,159,
2e-07,8,8,152,
2e-07,5,5,150,
3e-07,20,20,154,
2e-07,8,8,161,
3e-07,26,26,160,
5e-07,53,53,149,
2e-07,9,9,153,
3e-07,20,20,164,
2e-07,1,1,165,
5e-07,58,58,165,
4e-07,26,26,165,
1.2e-06,141,141,170,
1.2e-06,142,142,171,
3e-07,32,32,173,
4e-07,28,28,164,
4e-07,35,35,165,
1e-07,6,6,165,
3e-07,21,21,165,
4e-07,26,26,161,
7e-07,75,75,165,
2e-07,1,1,164,
9e-07,108,108,162,
4e-07,43,43,162,
2e-07,10,10,156,
3e-07,31,31,158,
4e-07,47,47,162,
4e-07,33,33,161,
2e-07,14,14,160,
4e-07,42,42,159,
3e-07,35,35,160,
4e-07,32,32,160,
1e-07,5,5,158,
1e-07,3,3,149,
2e-07,14,14,147,
1.1e-06,133,133,141,
4e-07,44,44,142,
1e-07,0,0,143,
4e-07,47,47,138,
3e-07,19,19,136,
2e-07,20,20,135,
7e-07,84,84,135,
1e-07,2,2,137,
2e-07,13,13,138,
5e-07,47,47,136,
4e-07,46,46,136,
3e-07,24,24,138,
4e-07,41,41,134,
6e-07,70,70,134,
4e-07,41,41,120,
3e-07,28,28,126,
1e-07,10,10,126,
4e-07,44,44,123,
8e-07,107,107,123,
1e-07,1,1,124,
2e-07,4,4,123,
4e-07,31,31,123,
2e-07,2,2,118,
2e-07,2,2,117,
5e-07,48,48,120,
5e-07,53,53,126,
8e-07,98,98,125,
3e-07,24,24,127,
3e-07,26,26,129,
2e-07,11,11,128,
8e-07,100,100,131,
1e-07,4,4,132,
1e-07,11,11,132,
1e-07,0,0,129,
9e-07,105,105,133,
2e-07,22,22,133,
6e-07,71,71,128,
1e-07,7,7,133,
4e-07,30,30,140,
4e-07,44,44,139,
5e-07,48,48,138,
8e-07,94,94,137,
5e-07,48,48,136,
8e-07,111,111,128,
5e-07,48,48,124,
3e-07,21,21,125,
4e-07,36,36,124,
3e-07,18,18,126,
2e-07,11,11,129,
3e-07,35,35,133,
3e-07,22,22,131,
6e-07,67,67,131,
4e-07,50,50,135,
3e-07,23,23,136,
4e-07,43,43,137,
4e-07,36,36,141,
6e-07,60,60,139,
2e-07,17,17,139,
2e-07,13,13,139,
2e-07,15,15,139,
1e-07,9,9,135,
3e-07,15,15,147,
2e-07,9,9,143,
7e-07,85,85,142,
3e-07,12,12,143,
8e-07,86,86,144,
2e-07,17,17,143,
2e-07,12,12,140,
3e-07,18,18,138,
7e-07,86,86,140,
5e-07,47,47,139,
2e-07,8,8,142,
5e-07,56,56,141,
3e-07,30,30,138,
4e-07,39,39,132,
8e-07,92,92,134,
2e-07,17,17,143,
2e-07,5,5,143,
4e-07,41,41,145,
7e-07,87,87,145,
5e-07,44,44,145,
1e-07,7,7,141,
2e-07,10,10,140,
6e-07,55,55,138,
3e-07,27,27,141,
1e-07,3,3,141,
2e-07,2,2,147,
3e-07,25,25,154,
4e-07,39,39,153,
2e-07,5,5,151,
4e-07,32,32,150,
2e-07,17,17,146,
4e-07,40,40,139,
3e-07,14,14,138,
2e-07,5,5,137,
2e-07,6,6,138,
3e-07,17,17,137,
4e-07,37,37,139,
2e-07,1,1,138,
1e-07,6,6,133,
1e-07,4,4,136,
8e-07,89,89,138,
3e-07,6,6,135,
1e-07,1,1,136,
3e-07,27,27,125,
4e-07,39,39,129,
3e-07,22,22,121,
1e-07,1,1,123,
6e-07,69,69,117,
2e-07,19,19,121,
5e-07,49,49,125,
3e-07,16,16,124,
3e-07,25,25,123,
3e-07,23,23,117,
7e-07,85,85,113,
3e-07,20,20,111,
2e-07,15,15,105,
6e-07,67,67,106,
2e-07,9,9,101,
7e-07,79,79,100,
2e-07,2,2,102,
6e-07,78,78,102,
1e-07,6,6,102,
2e-07,20,20,104,
2e-07,1,1,109,
5e-07,56,56,113,
2e-07,6,6,120,
2e-07,7,7,117,
7e-07,84,84,117,
3e-07,28,28,116,
2e-07,17,17,112,
2e-07,3,3,104,
6e-07,70,70,101,
2e-07,12,12,98,
5e-07,56,56,95,
2e-07,8,8,96,
5e-07,49,49,101,
8e-07,94,94,101,
2e-07,6,6,101,
6e-07,74,74,111,
2e-07,5,5,108,
1e-07,6,6,113,
2e-07,1,1,104,
2e-07,6,6,111,
2e-07,4,4,111,
6e-07,75,75,114,
5e-07,53,53,110,
2e-07,10,10,108,
2e-07,13,13,109,
1e-07,4,4,103,
3e-07,22,22,103,
3e-07,28,28,107,
2e-07,11,11,118,
1e-07,2,2,118,
2e-07,1,1,122,
3e-07,26,26,126,
2e-07,2,2,125,
1e-07,4,4,127,
2e-07,4,4,130,
6e-07,53,53,124,
4e-07,35,35,123,
1e-07,4,4,118,
2e-07,10,10,120,
2e-07,20,20,126,
2e-07,13,13,125,
3e-07,29,29,124,
2e-07,2,2,128,
3e-07,25,25,127,
1e-07,0,0,126,
1e-07,0,0,126,
2e-07,5,5,126,
3e-07,28,28,125,
4e-07,38,38,126,
2e-07,11,11,126,
2e-07,9,9,128,
7e-07,86,86,141,
3e-07,1,1,151,
3e-07,11,11,162,
9e-07,111,111,168,
3e-07,29,29,168,
4e-07,30,30,168,
1e-07,3,3,170,
4e-07,35,35,169,
3e-07,10,10,168,
5e-07,53,53,166,
3e-07,25,25,159,
1e-07,4,4,160,
7e-07,82,82,154,
1e-07,1,1,159,
2e-07,16,16,158,
9e-07,109,109,157,
7e-07,74,74,163,
2e-07,20,20,160,
6e-07,68,68,165,
3e-07,32,32,164,
4e-07,43,43,162,
1e-07,1,1,160,
8e-07,96,96,164,
2e-07,2,2,168,
1e-07,3,3,166,
2e-07,16,16,173,
2e-07,4,4,173,
2e-07,22,22,172,
3e-07,28,28,170,
2e-07,7,7,170,
1e-07,6,6,171,
2e-07,8,8,172,
6e-07,61,61,177,
3e-07,28,28,177,
4e-07,34,34,176,
1e-07,4,4,176,
2e-07,14,14,178,
2e-07,20,20,176,
3e-07,16,16,175,
3e-07,21,21,182,
3e-07,26,26,178,
2e-07,15,15,189,
1.4e-06,177,177,191,
1e-06,111,111,191,
6e-07,56,56,194,
3e-07,20,20,188,
4e-07,31,31,187,
5e-07,58,58,188,
7e-07,83,83,188,
5e-07,51,51,173,
5e-07,46,46,178,
5e-07,56,56,185,
2e-07,9,9,184,
3e-07,30,30,185,
5e-07,68,68,181,
2e-07,8,8,172,
2e-07,5,5,167,
1e-07,9,9,168,
2e-07,16,16,167,
2e-07,3,3,167,
3e-07,19,19,170,
1e-07,2,2,170,
2e-07,6,6,178,
2e-07,18,18,177,
2e-07,1,1,181,
2e-07,1,1,183,
4e-07,51,51,179,
3e-07,24,24,179,
1e-07,9,9,176,
2e-07,14,14,164,
2e-07,9,9,166,
2e-07,17,17,166,
2e-07,6,6,166,
7e-07,91,91,165,
9e-07,107,107,166,
8e-07,95,95,165,
2e-07,5,5,163,
1e-07,4,4,155,
5e-07,47,47,153,
2e-07,25,25,153,
6e-07,67,67,156,
7e-07,78,78,154,
5e-07,40,40,163,
9e-07,109,109,159,
3e-07,25,25,150,
5e-07,57,57,148,
2e-07,0,0,153,
2e-07,2,2,153,
5e-07,44,44,153,
1e-06,125,125,152,
4e-07,33,33,157,
1e-07,4,4,156,
6e-07,70,70,155,
4e-07,37,37,153,
6e-07,66,66,153,
3e-07,28,28,166,
2e-07,12,12,163,
5e-07,54,54,171,
1e-07,8,8,167,
2e-07,5,5,169,
5e-07,52,52,167,
2e-07,13,13,166,
1e-07,4,4,165,
5e-07,49,49,167,
7e-07,12,12,167,
4e-07,37,37,169,
6e-07,68,68,168,
5e-07,39,39,167,
2e-07,10,10,168,
3e-07,20,20,162,
2e-07,8,8,159,
3e-07,18,18,150,
4e-07,39,39,148,
3e-07,30,30,146,
5e-07,48,48,147,
2e-07,18,18,152,
1e-07,5,5,149,
2e-07,13,13,150,
2e-07,10,10,154,
3e-07,26,26,160,
3e-07,33,33,161,
3e-07,17,17,159,
5e-07,62,62,143,
1e-07,2,2,146,
5e-07,58,58,147,
6e-07,63,63,143,
3e-07,23,23,148,
6e-07,64,64,148,
4e-07,41,41,148,
2e-07,14,14,148,
1e-07,5,5,154,
1e-07,7,7,154,
5e-07,49,49,153,
2e-07,3,3,156,
2e-07,4,4,150,
2e-07,7,7,148,
2e-07,12,12,151,
4e-07,43,43,166,
4e-07,46,46,165,
1.2e-06,150,150,159,
2e-07,10,10,158,
5e-07,59,59,165,
2e-07,18,18,166,
2e-07,5,5,161,
2e-07,7,7,155,
1e-07,7,7,159,
2e-07,14,14,153,
1.1e-06,135,135,158,
2e-07,15,15,155,
1e-07,3,3,162,
1e-07,0,0,164,
5e-07,48,48,164,
6e-07,68,68,164,
1e-07,1,1,165,
2e-07,13,13,165,
6e-07,68,68,174,
4e-07,42,42,173,
2e-07,7,7,184,
7e-07,89,89,185,
6e-07,68,68,188,
1e-07,8,8,187,
4e-07,36,36,189,
6e-07,57,57,187,
2e-07,16,16,176,
2e-07,1,1,178,
2e-07,11,11,181,
4e-07,48,48,182,
5e-07,61,61,185,
2e-07,1,1,184,
2e-07,13,13,183,
2e-07,7,7,180,
3e-07,33,33,181,
5e-07,45,45,177,
3e-07,32,32,175,
4e-07,45,45,176,
2e-07,14,14,172,
2e-07,4,4,172,
9e-07,101,101,180,
3e-07,13,13,179,
4e-07,43,43,188,
2e-07,12,12,194,
2e-07,16,16,193,
4e-07,39,39,192,
2e-07,14,14,190,
5e-07,46,46,188,
3e-07,23,23,184,
5e-07,57,57,177,
3e-07,20,20,176,
3e-07,25,25,180,
4e-07,44,44,174,
4e-07,45,45,175,
2e-07,5,5,178,
6e-07,73,73,180,
4e-07,41,41,179,
3e-07,23,23,176,
5e-07,63,63,176,
7e-07,77,77,178,
3e-07,30,30,179,
2e-07,25,25,188,
2e-07,3,3,190,
5e-07,54,54,190,
6e-07,70,70,192,
7e-07,73,73,192,
2e-07,7,7,193,
2e-07,6,6,193,
6e-07,72,72,194,
3e-07,27,27,194,
1e-07,7,7,194,
8e-07,98,98,187,
5e-07,58,58,187,
7e-07,73,73,183,
7e-07,87,87,190,
5e-07,56,56,192,
2e-07,13,13,193,
1.3e-06,177,177,193,
9e-07,114,114,194,
1e-07,2,2,195,
1e-07,3,3,190,
4e-07,40,40,190,
2e-07,4,4,191,
3e-07,29,29,195,
3e-07,20,20,194,
3e-07,23,23,191,
2e-07,4,4,194,
3e-07,35,35,197,
1.2e-06,148,148,199,
1e-07,2,2,199,
1.5e-06,197,197,204,
2e-07,6,6,201,
2e-07,8,8,205,
5e-07,57,57,204,
2e-07,17,17,205,
6e-07,63,63,210,
4e-07,29,29,212,
6e-07,78,78,209,
4e-07,43,43,211,
3e-07,27,27,210,
2e-07,14,14,211,
2e-07,9,9,211,
1.1e-06,140,140,211,
2e-07,7,7,209,
5e-07,60,60,212,
3e-07,26,26,213,
4e-07,47,47,215,
1e-07,3,3,213,
1e-07,3,3,212,
3e-07,16,16,209,
1e-07,1,1,205,
5e-07,48,48,210,
1e-07,2,2,211,
2e-07,16,16,215,
3e-07,34,34,216,
3e-07,33,33,216,
1e-06,134,134,216,
1.5e-06,207,207,225,
2e-07,10,10,228,
1e-07,2,2,223,
1e-06,132,132,223,
2e-07,8,8,218,
4e-07,30,30,213,
3e-07,32,32,213,
5e-07,49,49,212,
2e-07,14,14,212,
4e-07,42,42,202,
2e-07,5,5,209,
2e-07,7,7,210,
6e-07,55,55,210,
1.4e-06,180,180,212,
4e-07,48,48,215,
4e-07,45,45,214,
3e-07,27,27,213,
1.4e-06,172,172,206,
2e-07,12,12,210,
3e-07,27,27,202,
2e-07,9,9,199,
2e-07,4,4,201,
2e-07,8,8,202,
2e-07,14,14,202,
3e-07,23,23,208,
2e-07,13,13,204,
2e-07,11,11,205,
4e-07,36,36,207,
2e-07,12,12,210,
5e-07,59,59,211,
2e-07,13,13,213,
1e-07,0,0,201,
1.1e-06,126,126,200,
2e-07,8,8,192,
2e-07,5,5,191,
2e-07,9,9,191,
1e-07,7,7,193,
4e-07,31,31,197,
2e-07,14,14,197,
9e-07,103,103,200,
1e-07,1,1,200,
8e-07,102,102,202,
2e-07,11,11,209,
3e-07,23,23,209,
4e-07,43,43,205,
3e-07,25,25,205,
4e-07,39,39,202,
9e-07,112,112,200,
6e-07,64,64,198,
1e-07,5,5,201,
4e-07,42,42,205,
3e-07,28,28,207,
2e-07,6,6,207,
2e-07,8,8,207,
3e-07,24,24,209,
1e-07,6,6,211,
1e-07,9,9,210,
3e-07,13,13,210,
1e-07,1,1,213,
3e-07,23,23,210,
3e-07,29,29,208,
3e-07,26,26,204,
3e-07,13,13,197,
6e-07,63,63,193,
2e-07,2,2,201,
6e-07,66,66,193,
7e-07,72,72,189,
2e-07,11,11,187,
1e-07,0,0,186,
4e-07,28,28,191,
2e-07,16,16,191,
5e-07,54,54,192,
2e-07,7,7,201,
6e-07,71,71,200,
3e-07,25,25,199,
3e-07,24,24,204,
9e-07,109,109,209,
4e-07,35,35,222,
6e-07,66,66,222,
3e-07,36,36,220,
7e-07,88,88,217,
3e-07,20,20,222,
2e-07,20,20,220,
3e-07,36,36,233,
3e-07,28,28,223,
1.4e-06,180,180,223,
2e-07,19,19,220,
2e-07,22,22,220,
3e-07,29,29,222,
2e-07,1,1,230,
5e-07,42,42,233,
2e-07,5,5,233,
2e-07,10,10,233,
2e-07,0,0,233,
5e-07,45,45,237,
5e-07,49,49,236,
5e-07,53,53,233,
5e-07,53,53,235,
3e-07,22,22,239,
4e-07,44,44,239,
8e-07,91,91,237,
5e-07,30,30,246,
1e-07,1,1,249,
3e-07,20,20,249,
4e-07,39,39,250,
2e-07,8,8,245,
6e-07,80,80,245,
2e-07,7,7,245,
5e-07,59,59,246,
2e-07,4,4,248,
4e-07,39,39,242,
3e-07,18,18,247,
2e-07,19,19,248,
4e-07,42,42,246,
1e-07,3,3,242,
1e-07,1,1,241,
1.1e-06,134,134,233,
2e-07,18,18,229,
5e-07,55,55,227,
2e-07,3,3,227,
6e-07,64,64,227,
3e-07,25,25,231,
8e-07,97,97,233,
3e-07,29,29,236,
2e-07,5,5,234,
5e-07,63,63,240,
2e-07,27,27,237,
6e-07,75,75,237,
3e-07,28,28,238,
3e-07,18,18,243,
3e-07,23,23,245,
4e-07,43,43,242,
2e-07,7,7,246,
2e-07,5,5,247,
3e-07,17,17,250,
1e-07,2,2,240,
